case_id,mean_data,median_data,mode_data,try_number,pass_number,average_upload_times,test_cases_number
2295,80.0,80.0,60.0|100.0,1,1,2.0,5
2296,62.5,62.5,25.0|100.0,1,1,2.0,4
2300,100.0,100.0,100.0,1,1,1.0,5
2301,100.0,100.0,100.0,1,1,1.0,6
2304,100.0,100.0,100.0,1,1,1.0,4
2307,62.5,62.5,25.0|100.0,1,1,2.0,4
2308,100.0,100.0,100.0,1,1,1.0,6
2312,100.0,100.0,100.0,1,1,1.0,8
2315,100.0,100.0,100.0,1,1,1.0,5
2338,20.0,0.0,0.0,1,1,5.0,4
2339,50.0,50.0,0.0|100.0,1,1,2.0,6
2340,33.333333333333336,0.0,0.0,1,1,3.0,4
2341,33.333333333333336,0.0,0.0,1,1,3.0,5
2342,16.666666666666668,0.0,0.0,1,1,6.0,3
2344,14.285714285714286,0.0,0.0,1,1,7.0,5
2345,50.0,50.0,0.0|100.0,1,1,2.0,6
2346,100.0,100.0,100.0,1,1,1.0,3
2356,31.666666666666668,20.0,0.0,1,1,12.0,5
2357,100.0,100.0,100.0,1,1,1.0,3
2358,50.0,50.0,0.0|100.0,1,1,2.0,4
2359,46.875,50.0,50.0,1,1,8.0,4
2371,50.0,50.0,0.0|100.0,1,1,2.0,4
2373,100.0,100.0,100.0,1,1,1.0,4
2386,62.5,75.0,75.0,1,1,4.0,4
2387,100.0,100.0,100.0,1,1,1.0,4
2388,100.0,100.0,100.0,1,1,1.0,4
2389,20.0,0.0,0.0,1,1,5.0,4
2392,100.0,100.0,100.0,1,1,1.0,4
2394,50.0,50.0,0.0|100.0,1,1,2.0,4
2395,50.0,50.0,0.0|100.0,1,1,2.0,4
2423,100.0,100.0,100.0,1,1,1.0,5
2424,100.0,100.0,100.0,1,1,1.0,4
2425,25.0,0.0,0.0,1,1,4.0,4
2426,100.0,100.0,100.0,1,1,1.0,5
2438,33.333333333333336,0.0,0.0,1,1,3.0,5
2440,100.0,100.0,100.0,1,1,1.0,5
2441,100.0,100.0,100.0,1,1,1.0,5
2442,32.0,20.0,20.0,1,1,5.0,5
2444,100.0,100.0,100.0,1,1,1.0,3
2445,50.0,50.0,0.0|100.0,1,1,2.0,5
2449,100.0,100.0,100.0,1,1,1.0,6
2450,100.0,100.0,100.0,1,1,1.0,5
2451,90.0,90.0,80.0|100.0,1,1,2.0,5
2453,33.333333333333336,0.0,0.0,1,1,3.0,5
2454,50.0,50.0,0.0|100.0,1,1,2.0,6
2461,100.0,100.0,100.0,1,1,1.0,5
2462,62.5,70.0,80.0,1,1,8.0,5
2463,60.0,80.0,0.0|80.0|100.0,1,1,3.0,5
2464,80.0,80.0,60.0|100.0,1,1,2.0,5
2465,50.0,50.0,0.0|100.0,1,1,2.0,5
2466,58.335,58.335,16.67|100.0,1,1,2.0,6
2467,100.0,100.0,100.0,1,1,1.0,4
2474,50.0,50.0,0.0|100.0,1,1,2.0,4
2482,70.0,70.0,40.0|100.0,1,1,2.0,5
2490,100.0,100.0,100.0,1,1,1.0,5
2494,100.0,100.0,100.0,1,1,1.0,5
2498,100.0,100.0,100.0,1,1,1.0,5
2505,100.0,100.0,100.0,1,1,1.0,5
2506,65.71428571428571,60.0,60.0,1,1,7.0,5
2514,80.0,80.0,60.0|100.0,1,1,2.0,5
2527,83.33500000000001,83.33500000000001,66.67|100.0,1,1,2.0,3
2530,33.333333333333336,0.0,0.0,1,1,3.0,5
2531,50.0,50.0,0.0|100.0,1,1,2.0,5
2534,50.0,50.0,0.0|100.0,1,1,2.0,5
2535,75.0,75.0,50.0|100.0,1,1,2.0,2
2537,100.0,100.0,100.0,1,1,2.0,5
2542,100.0,100.0,100.0,1,1,1.0,5
2547,100.0,100.0,100.0,1,1,2.0,5
2548,66.66666666666667,100.0,100.0,1,1,3.0,5
2558,100.0,100.0,100.0,1,1,1.0,5
2561,50.0,50.0,0.0|100.0,1,1,2.0,4
2584,100.0,100.0,100.0,1,1,1.0,5
2589,100.0,100.0,100.0,1,1,1.0,4
2607,100.0,100.0,100.0,1,1,1.0,4
2610,45.0,30.0,20.0,1,1,4.0,5
2614,100.0,100.0,100.0,1,1,1.0,4
2615,100.0,100.0,100.0,1,1,1.0,5
2617,100.0,100.0,100.0,1,1,1.0,3
2618,100.0,100.0,100.0,1,1,1.0,2
2629,100.0,100.0,100.0,1,1,1.0,4
2647,100.0,100.0,100.0,1,1,1.0,3
2701,75.0,75.0,50.0|100.0,1,1,2.0,4
2718,52.38,33.33,33.33,1,1,7.0,3
2741,52.0,40.0,20.0,1,1,5.0,5
2892,33.333333333333336,0.0,0.0,1,1,3.0,6
2894,70.0,70.0,40.0|100.0,1,1,2.0,5
2908,50.0,50.0,0.0|100.0,1,1,2.0,5
2936,15.909090909090908,0.0,0.0,1,1,11.0,4
