case_id,平均做对时间,平均提交次数
2379,2134087.175,1.75
2411,6621939.930232558,1.8837209302325582
2377,1518449.2790697673,2.186046511627907
2332,26314582.333333332,1.75
2419,14196.906976744185,1.255813953488372
2518,18483015.860465117,1.9069767441860466
2694,33228599.35135135,1.5405405405405406
2570,52684381.55555555,1.9722222222222223
2745,24731995.30487805,1.548780487804878
2711,2311334.7045454546,1.1931818181818181
2567,81734798.89473684,1.894736842105263
2720,174433.8108108108,1.6216216216216217
2707,30364971.416666668,1.4375
2706,119008745.6388889,2.111111111111111
2717,19193377.41860465,1.7674418604651163
2716,33635415.56790123,3.654320987654321
2705,31390984.943820223,1.6629213483146068
2726,10389890.82142857,1.2976190476190477
2715,126041091.04761904,2.261904761904762
2703,84373607.75609756,2.926829268292683
2573,832993.5192307692,2.0
2771,7661.02,1.18
2594,489660.8461538461,1.1153846153846154
2770,35492445.93181818,1.7727272727272727
2670,46649751.2264151,1.3584905660377358
2591,2175653.1304347827,1.7173913043478262
2768,13620.69387755102,1.3673469387755102
2767,70461491.23404256,1.702127659574468
2766,6890817.42,1.28
2545,39573058.78,1.44
2765,37215.479166666664,1.1666666666666667
2544,47171207.38,1.96
2764,42668.51063829787,1.2340425531914894
2763,63104714.29545455,1.4318181818181819
2762,45081.57777777778,1.1333333333333333
2609,17008893.960784312,1.3725490196078431
2905,126793.32075471699,1.1132075471698113
2780,18744.125,1.1875
2779,83125.1875,1.3125
2778,563250.7234042553,1.3404255319148937
2678,9628.938775510203,1.2448979591836735
2777,25738.529411764706,1.4509803921568627
2775,16573.235294117647,1.411764705882353
2774,31474.04081632653,1.2653061224489797
2476,155084.46808510637,1.3617021276595744
2674,70618.83333333333,1.3125
2574,118088.28846153847,1.5
2772,7760.02,1.18
2475,11268.416666666666,1.1458333333333333
2991,71367588.0677966,1.9322033898305084
2980,23243379.29411765,1.7647058823529411
2990,4668.683333333333,1.05
2988,5149.1,1.1666666666666667
2977,40385706.679245286,1.490566037735849
2966,15193830.875,1.325
2987,15548203.629032258,1.2096774193548387
2976,96702159.3877551,2.0816326530612246
2965,21237962.18,1.38
2986,47602269.7,1.4
2973,16715914.23076923,1.1923076923076923
2983,25348277.510638297,1.872340425531915
2971,213050809.81632653,1.9795918367346939
2948,37364964.127272725,1.7454545454545454
2989,22258.120689655174,1.1724137931034482
2967,76288.4705882353,1.2941176470588236
2693,5877502.068181818,1.5454545454545454
2744,8230.804347826086,1.1521739130434783
2743,536145.880952381,1.4523809523809523
2742,8300243.720930233,1.6744186046511629
2708,9830962.25,2.409090909090909
2749,1515477.4523809524,2.0238095238095237
2902,8258631.44,1.14
2782,103211.0,1.8666666666666667
2781,131313.51162790696,1.9534883720930232
2713,9810431.355555555,1.8888888888888888
2735,16259.255319148937,1.3829787234042554
2757,231769.68181818182,1.75
2712,28086778.790697675,1.372093023255814
2734,36192.04761904762,1.2857142857142858
2733,2886129.052631579,1.9736842105263157
2776,24695771.458333332,1.6041666666666667
2698,8377535.191489362,1.702127659574468
2510,4297199.325,1.8
2652,9014933.680851065,2.382978723404255
2719,1541482.6,1.2666666666666666
2758,14936698.553191489,1.5319148936170213
2714,45253726.6,2.422222222222222
2736,17522.063829787236,1.3191489361702127
2595,5969975.551724138,1.1896551724137931
2452,90772.10909090909,1.3636363636363635
2625,78588545.65384616,2.1923076923076925
2624,127936160.62962963,1.462962962962963
2623,18581.418181818182,1.309090909090909
2622,25079233.649122808,2.473684210526316
2621,6653484.275862069,1.4482758620689655
2620,756181.406779661,1.1864406779661016
2587,107394.30357142857,1.3214285714285714
2586,63110.017857142855,1.3928571428571428
2585,4663439.518518519,1.4814814814814814
2608,129439109.17307693,2.019230769230769
2628,8834194.020833334,1.2708333333333333
2627,65387286.541666664,2.2291666666666665
2901,44860.80701754386,1.4210526315789473
2626,40585522.90909091,1.309090909090909
2583,47689308.836363636,1.4727272727272727
2582,9266.160714285714,1.125
2361,105680.54545454546,1.309090909090909
2581,87748.27777777778,1.2222222222222223
2580,29739756.85185185,1.6296296296296295
2899,69536.08620689655,1.206896551724138
2613,8198826.846153846,1.6730769230769231
2414,649649.8333333334,1.4074074074074074
2612,186264049.6122449,1.6938775510204083
2413,56936991.45283019,1.6415094339622642
2895,742285.7678571428,1.1607142857142858
2410,64893888.345454544,2.018181818181818
2619,151475.3137254902,1.3137254901960784
2418,67371.52727272727,1.4
2616,17896317.056603774,1.2075471698113207
2417,10586889.410714285,1.2142857142857142
2756,45478.458333333336,1.2083333333333333
2754,61747.04,1.36
2750,25720.392156862745,1.2549019607843137
2571,31173663.086956523,1.2173913043478262
2746,5286526.78,1.4
2897,40456.88679245283,1.2264150943396226
2577,48176298.75,1.6875
2753,101779.04,1.34
2752,25519549.40425532,1.297872340425532
2751,11694500.469387755,1.8571428571428572
2640,14245672.68627451,1.2941176470588236
2709,1804201.4130434783,1.2173913043478262
2748,13078209.02,2.66
2769,1849456.170212766,1.2765957446808511
2422,67506455.29545455,1.6136363636363635
2903,8278746.270833333,1.4583333333333333
2893,8025670.450980392,1.2941176470588236
2953,212830001.18867925,3.0377358490566038
2588,16382358.274509804,2.0588235294117645
2350,73944587.28571428,2.2
